frame,overlap,angle,all_iters,all_time,all_t_err,all_r_err,pct_iters,pct_time,pct_t_err,pct_r_err,sigma_iters,sigma_time,sigma_t_err,sigma_r_err,x84_iters,x84_time,x84_t_err,x84_r_err,dynamic_iters,dynamic_time,dynamic_t_err,dynamic_r_err,hmrf_iters,hmrf_em_iters,hmrf_time,hmrf_t_err,hmrf_r_err
638, 0.78560, 0.10472,17, 1.28842, 0.02471, 0.06328,16, 1.08176, 0.01268, 0.03069,15, 1.02707, 0.01649, 0.04223,16, 1.08905, 0.01204, 0.02860,16, 1.02745, 0.01135, 0.02619,14,753, 3.33698, 0.01122, 0.02508
698, 0.74227, 0.10472,29, 4.13954, 0.07679, 0.19689,18, 2.33665, 0.01076, 0.02303,17, 2.05657, 0.01654, 0.05741,21, 2.34620, 0.00653, 0.00824,21, 2.24899, 0.00520, 0.00954,20,1073, 5.65498, 0.00504, 0.00962
717, 0.56078, 0.10472,23, 4.23166, 0.10141, 0.24403,50, 7.66606, 0.03682, 0.24170,26, 4.81182, 0.07751, 0.32282,25, 3.04736, 0.01139, 0.06977,43, 5.64822, 0.00630, 0.01799,24,1191, 6.65552, 0.00694, 0.01027
723, 0.42354, 0.10472,50,13.55041, 0.50700, 0.71007,38, 8.09470, 0.08269, 0.34365,50,12.37952, 0.24650, 0.41392,21, 3.71597, 0.03447, 0.23671,9, 1.86709, 0.04941, 0.30248,24,835, 7.48268, 0.03602, 0.19896
732, 0.45719, 0.10472,50,10.19549, 0.47834, 0.73046,31, 3.56472, 0.04499, 0.14131,20, 2.70486, 0.09532, 0.23464,34, 3.63167, 0.04460, 0.13440,32, 3.51948, 0.04409, 0.13382,20,750, 5.30707, 0.04186, 0.16766
736, 0.45589, 0.10472,50,10.68105, 0.51980, 0.79129,33, 4.58618, 0.04704, 0.12676,15, 2.28762, 0.10897, 0.22863,34, 4.40905, 0.04686, 0.12350,28, 3.57245, 0.04200, 0.10188,35,1232, 9.81943, 0.04108, 0.12174
747, 0.44995, 0.10472,50,10.22800, 0.48504, 0.73393,30, 3.80205, 0.04745, 0.15210,29, 3.83707, 0.10754, 0.27357,32, 3.84711, 0.04383, 0.14048,30, 3.54815, 0.04365, 0.14219,20,845, 5.94009, 0.04293, 0.17742
756, 0.38690, 0.10472,33, 3.62651, 0.16668, 0.51831,34, 4.00571, 0.06640, 0.53605,40, 3.86861, 0.12207, 0.55184,43, 4.50643, 0.07635, 0.53116,28, 3.28959, 0.05913, 0.54348,24,725, 5.17387, 0.03122, 0.13005
759, 0.38619, 0.10472,31, 3.85317, 0.18681, 0.52697,34, 4.06706, 0.07178, 0.53747,43, 4.76283, 0.14309, 0.58212,42, 4.55450, 0.07629, 0.53511,26, 3.34123, 0.05677, 0.54919,21,1164, 6.29483, 0.01837, 0.01046
763, 0.35746, 0.10472,50,10.18677, 0.29213, 0.51503,50, 7.99916, 0.13509, 0.52787,50, 9.25729, 0.24561, 0.52857,50, 6.45799, 0.16052, 0.35977,33, 5.69594, 0.06275, 0.53670,19,1230, 7.77090, 0.02177, 0.02089
773, 0.38582, 0.10472,50,12.12971, 0.53967, 0.70490,39, 7.19205, 0.17214, 0.43326,50,10.95760, 0.27269, 0.45606,50, 9.86831, 0.10571, 0.44362,37, 7.76956, 0.07241, 0.51540,23,1152, 7.47335, 0.01913, 0.00899
776, 0.36398, 0.10472,50,20.23324, 0.64530, 1.31543,50,16.15748, 0.51894, 1.01706,50,16.63938, 0.56744, 0.98588,50,17.71856, 0.49422, 0.98661,50,22.83634, 0.55992, 0.95069,16,895, 8.13752, 0.02080, 0.06028
789, 0.67033, 0.10472,50, 9.00113, 0.26158, 0.50631,29, 4.02817, 0.03086, 0.10305,42, 5.75885, 0.05695, 0.18439,19, 2.73206, 0.01149, 0.03892,29, 4.07763, 0.00671, 0.03024,19,1121, 6.40634, 0.00590, 0.01913
796, 0.69027, 0.10472,50, 8.74769, 0.22624, 0.44961,27, 3.41558, 0.02646, 0.09481,45, 5.79817, 0.05460, 0.18198,18, 2.50983, 0.00867, 0.03185,25, 3.29089, 0.00621, 0.02824,16,945, 5.18004, 0.00591, 0.01808
817, 0.83922, 0.10472,15, 0.92275, 0.01678, 0.05218,14, 0.87736, 0.00774, 0.02167,16, 1.09200, 0.01011, 0.03106,15, 1.06921, 0.00624, 0.01893,15, 0.96195, 0.00594, 0.01857,13,703, 3.13320, 0.00608, 0.01779
873, 0.89504, 0.10472,9, 0.49954, 0.04035, 0.05240,29, 0.97542, 0.00702, 0.03105,38, 1.11535, 0.02737, 0.04911,21, 0.80035, 0.00775, 0.03229,22, 0.79285, 0.00802, 0.03380,22,988, 4.06569, 0.00840, 0.03479
914, 0.83199, 0.10472,36, 2.72727, 0.13687, 0.17674,18, 1.02805, 0.01070, 0.02481,21, 1.44986, 0.03591, 0.03697,17, 1.16498, 0.00565, 0.01830,19, 1.20888, 0.00529, 0.01661,17,837, 3.99561, 0.00634, 0.01806
948, 0.90576, 0.10472,16, 1.04822, 0.02013, 0.02425,14, 0.90584, 0.00512, 0.01603,14, 0.85798, 0.00894, 0.01984,15, 0.99860, 0.00470, 0.01589,15, 0.96962, 0.00481, 0.01606,16,831, 3.43216, 0.00569, 0.01810
949, 0.93675, 0.10472,14, 0.91910, 0.01031, 0.02256,16, 0.97216, 0.00546, 0.01442,14, 0.81524, 0.00605, 0.01655,15, 0.86461, 0.00533, 0.01473,13, 0.73733, 0.00578, 0.01631,18,992, 4.17164, 0.00627, 0.01701
959, 0.87225, 0.10472,15, 0.98516, 0.02834, 0.03266,15, 0.98494, 0.00715, 0.02549,15, 0.89101, 0.01384, 0.03165,17, 0.96808, 0.00564, 0.02244,17, 1.05775, 0.00572, 0.02237,16,835, 3.63158, 0.00664, 0.02196
967, 0.90331, 0.10472,15, 0.94915, 0.01877, 0.02862,14, 0.91283, 0.00648, 0.02156,14, 0.82768, 0.00921, 0.02695,14, 0.88776, 0.00624, 0.02141,15, 0.99059, 0.00614, 0.02067,16,870, 3.59904, 0.00646, 0.01985
973, 0.91512, 0.10472,14, 0.88281, 0.01507, 0.02561,16, 0.98119, 0.00531, 0.01702,14, 0.79005, 0.00755, 0.02163,16, 0.91565, 0.00513, 0.01692,15, 0.91251, 0.00538, 0.01735,18,962, 4.11291, 0.00597, 0.01978
1006, 0.94944, 0.10472,19, 1.02023, 0.01191, 0.01960,20, 1.05641, 0.00533, 0.01501,18, 0.99870, 0.00502, 0.01527,18, 0.96751, 0.00512, 0.01538,20, 1.14471, 0.00512, 0.01444,17,871, 3.89296, 0.00563, 0.01711
97, 0.96441, 0.10472,16, 0.82673, 0.00995, 0.02405,18, 1.00694, 0.00093, 0.00738,15, 0.98660, 0.00283, 0.01182,17, 0.97986, 0.00115, 0.00812,14, 0.93291, 0.00154, 0.00973,16,927, 3.86589, 0.00082, 0.00714
123, 0.74530, 0.10472,22, 1.76232, 0.13329, 0.06856,28, 2.20176, 0.06252, 0.06349,31, 2.26574, 0.10163, 0.06942,17, 1.17686, 0.00254, 0.02832,19, 1.29977, 0.00866, 0.03233,15,784, 3.38536, 0.00495, 0.02689
317, 0.75007, 0.10472,15, 1.96577, 0.05608, 0.12941,19, 1.83629, 0.00781, 0.04901,20, 2.02026, 0.01579, 0.07665,22, 2.19705, 0.00451, 0.03027,21, 1.90291, 0.00535, 0.03449,18,971, 4.56757, 0.00458, 0.02880
327, 0.58178, 0.10472,50,12.38192, 0.33261, 0.73605,19, 3.11148, 0.03556, 0.16053,11, 1.97717, 0.06742, 0.14788,17, 2.70446, 0.01931, 0.10238,34, 5.10557, 0.01145, 0.05594,18,633, 5.43701, 0.02448, 0.12132
330, 0.51475, 0.10472,50,16.24735, 0.22118, 0.61555,50,10.49941, 0.09336, 0.53838,50,11.34432, 0.16351, 0.65497,50, 9.57675, 0.08774, 0.50269,50, 9.25785, 0.02671, 0.12414,45,1657,14.18946, 0.03286, 0.13093
337, 0.41613, 0.10472,50,22.99213, 0.39938, 0.24158,50,18.25791, 0.31124, 0.68531,50,18.58587, 0.38945, 0.84510,50,17.68296, 0.25348, 0.46541,50,19.65251, 0.24528, 0.64462,14,536, 5.07665, 0.02390, 0.09510
343, 0.50228, 0.10472,50,19.02634, 0.26739, 0.66406,50,11.41830, 0.14372, 0.65245,50,15.24345, 0.17669, 0.51653,50,10.09618, 0.05588, 0.33320,50,11.38110, 0.05020, 0.32136,21,977, 7.32954, 0.00973, 0.06623
357, 0.87543, 0.10472,15, 0.96661, 0.00929, 0.02769,15, 0.99183, 0.00397, 0.01460,14, 0.86450, 0.00711, 0.01881,15, 0.95854, 0.00330, 0.01495,15, 1.00525, 0.00291, 0.01501,15,825, 3.54423, 0.00227, 0.01556
404, 0.90848, 0.10472,13, 0.52002, 0.01162, 0.03951,17, 0.60407, 0.00476, 0.02250,14, 0.54643, 0.00672, 0.03550,12, 0.47553, 0.00495, 0.02902,16, 0.57743, 0.00470, 0.02468,17,938, 3.68291, 0.00318, 0.01705
440, 0.68934, 0.10472,28, 1.67080, 0.01935, 0.10166,15, 0.84209, 0.00907, 0.02740,17, 1.00624, 0.01039, 0.04502,14, 0.88952, 0.00600, 0.01927,15, 0.93282, 0.00843, 0.02471,14,874, 3.65628, 0.00435, 0.01838
464, 0.65954, 0.10472,24, 1.38420, 0.01898, 0.08441,14, 0.95798, 0.00841, 0.02816,17, 1.08193, 0.01039, 0.03815,14, 0.98691, 0.00726, 0.02303,14, 0.89460, 0.00898, 0.03208,17,941, 3.88298, 0.00389, 0.02260
488, 0.61728, 0.10472,35, 1.72001, 0.03411, 0.14642,16, 0.82613, 0.01294, 0.03930,22, 1.05721, 0.01524, 0.06044,18, 0.98896, 0.01330, 0.04321,17, 0.82613, 0.01319, 0.04321,17,1004, 3.82419, 0.00774, 0.02884
492, 0.63286, 0.10472,39, 1.78676, 0.03015, 0.12072,16, 0.84891, 0.01422, 0.04026,19, 1.00906, 0.01476, 0.04930,13, 0.66973, 0.01389, 0.04100,14, 0.77776, 0.01383, 0.04154,23,1321, 5.47860, 0.00768, 0.03398
504, 0.59215, 0.10472,25, 1.23030, 0.02412, 0.09797,16, 0.85099, 0.01328, 0.04737,18, 0.91985, 0.01457, 0.06097,18, 0.96554, 0.01359, 0.05557,17, 0.79915, 0.01344, 0.05437,20,1139, 4.64867, 0.00598, 0.02444
525, 0.61173, 0.10472,20, 1.27592, 0.01750, 0.09430,16, 1.10469, 0.01000, 0.03118,15, 1.02597, 0.01360, 0.05039,14, 1.02876, 0.01078, 0.03519,15, 1.00294, 0.01214, 0.04153,14,835, 3.66563, 0.00632, 0.01502
534, 0.70111, 0.10472,24, 1.56406, 0.01410, 0.07335,17, 1.04997, 0.00701, 0.03278,17, 1.10111, 0.00958, 0.04625,16, 1.20540, 0.00651, 0.03196,16, 1.10106, 0.00741, 0.03640,18,1068, 4.70760, 0.00338, 0.02507
587, 0.87509, 0.10472,13, 0.77476, 0.00891, 0.02060,17, 0.97824, 0.00369, 0.00814,17, 0.76107, 0.00648, 0.01495,18, 0.90815, 0.00329, 0.00823,17, 0.84447, 0.00314, 0.00938,18,952, 3.88523, 0.00329, 0.00838
638, 0.78560, 0.10472,16, 1.29670, 0.02193, 0.06440,19, 1.31039, 0.00966, 0.03158,16, 1.07093, 0.01290, 0.04453,18, 1.30438, 0.00903, 0.02995,19, 1.16447, 0.00789, 0.02697,17,990, 4.06727, 0.00906, 0.04936
698, 0.74227, 0.10472,24, 3.55991, 0.07433, 0.19828,22, 2.38611, 0.00920, 0.02402,21, 2.26944, 0.01524, 0.05283,22, 2.34726, 0.00473, 0.01884,18, 1.93395, 0.00471, 0.02381,16,833, 4.61149, 0.00510, 0.02898
717, 0.56078, 0.10472,17, 3.26611, 0.10084, 0.24174,32, 4.22517, 0.04140, 0.27483,25, 4.37970, 0.07853, 0.31581,14, 1.71039, 0.01209, 0.08185,47, 5.48896, 0.00628, 0.01881,25,1157, 6.80071, 0.01031, 0.03767
723, 0.42354, 0.10472,50,13.23679, 0.50630, 0.70801,37, 7.22942, 0.08223, 0.33796,50,12.31081, 0.26793, 0.40764,31, 4.44679, 0.03527, 0.23664,50, 7.88023, 0.03487, 0.16159,24,485, 5.70640, 0.03589, 0.19519
732, 0.45719, 0.10472,50, 9.68497, 0.46603, 0.69597,19, 2.23136, 0.04422, 0.13998,20, 2.22141, 0.08865, 0.18108,10, 1.21152, 0.03968, 0.13571,15, 1.77450, 0.04389, 0.13358,27,1363, 7.90405, 0.02572, 0.05131
736, 0.45589, 0.10472,50,10.20221, 0.51752, 0.78433,9, 1.22387, 0.04128, 0.12885,11, 1.58212, 0.09458, 0.18410,9, 1.27713, 0.04067, 0.12394,15, 1.83154, 0.04192, 0.10948,6,343, 2.13768, 0.03441, 0.09687
747, 0.44995, 0.10472,50, 9.91262, 0.48039, 0.71977,18, 2.38795, 0.04691, 0.15113,50, 6.53852, 0.10743, 0.26700,18, 2.08818, 0.04268, 0.13647,16, 1.84273, 0.04395, 0.13937,26,1263, 7.26498, 0.02718, 0.05449
756, 0.38690, 0.10472,40, 4.65152, 0.16679, 0.51831,28, 2.89630, 0.13128, 0.29064,49, 5.14496, 0.12184, 0.55070,50, 4.76650, 0.10277, 0.34725,43, 5.10042, 0.05858, 0.54242,22,716, 5.27506, 0.03428, 0.12779
759, 0.38619, 0.10472,38, 4.73201, 0.18716, 0.52774,50, 4.74518, 0.17711, 0.32123,46, 4.92288, 0.14363, 0.58186,41, 3.80868, 0.09785, 0.34118,41, 4.95679, 0.05480, 0.54666,16,577, 4.16639, 0.03652, 0.12343
763, 0.35746, 0.10472,50,10.67653, 0.49592, 0.70393,50, 7.89606, 0.13354, 0.48346,50, 9.27639, 0.24649, 0.51758,50, 6.32938, 0.13335, 0.33804,37, 6.08239, 0.06258, 0.53606,32,1129, 9.00258, 0.03346, 0.09261
773, 0.38582, 0.10472,50,12.02649, 0.54442, 0.71621,45, 8.39192, 0.17232, 0.43121,50,11.60569, 0.37697, 0.44609,43, 6.45177, 0.11200, 0.28771,43, 8.61233, 0.07243, 0.51544,23,821, 6.47876, 0.03174, 0.09801
776, 0.36398, 0.10472,50,21.18410, 0.60432, 1.20134,50,16.17321, 0.51991, 1.01898,50,16.09385, 0.56677, 0.98732,50,17.32776, 0.49332, 0.98710,50,22.37508, 0.56046, 0.93953,16,900, 7.77452, 0.02412, 0.08151
789, 0.67033, 0.10472,50, 8.50129, 0.26159, 0.50633,19, 2.70115, 0.03056, 0.10388,34, 4.55312, 0.05633, 0.18315,19, 2.77481, 0.01699, 0.05969,35, 4.78855, 0.00919, 0.03950,26,1349, 7.89478, 0.00779, 0.03144
796, 0.69027, 0.10472,50, 8.64802, 0.22637, 0.44983,18, 2.34751, 0.02642, 0.09657,37, 4.42319, 0.05427, 0.18122,23, 2.94073, 0.01174, 0.04472,31, 3.89508, 0.00847, 0.03706,22,1207, 6.49071, 0.00713, 0.03020
817, 0.83922, 0.10472,16, 1.13795, 0.01694, 0.05242,16, 1.16156, 0.00820, 0.02339,15, 1.00011, 0.01148, 0.03378,16, 1.04482, 0.00673, 0.02092,15, 0.92190, 0.00680, 0.02244,17,896, 3.91308, 0.00628, 0.02264
873, 0.89504, 0.10472,14, 0.57489, 0.04546, 0.06302,13, 0.56148, 0.00719, 0.03822,10, 0.43880, 0.02146, 0.05527,16, 0.64998, 0.00665, 0.03553,15, 0.64475, 0.01007, 0.04130,15,715, 3.35836, 0.00492, 0.03282
914, 0.83199, 0.10472,50, 3.80434, 0.13599, 0.12377,17, 1.13029, 0.01329, 0.02321,18, 1.18900, 0.03640, 0.02402,16, 1.05079, 0.00657, 0.02095,15, 0.89619, 0.00856, 0.02294,16,745, 3.58501, 0.00575, 0.02102
948, 0.90576, 0.10472,14, 0.94097, 0.02107, 0.02134,13, 0.93853, 0.00408, 0.01256,13, 0.89215, 0.01011, 0.01639,14, 0.83085, 0.00375, 0.01354,13, 0.83259, 0.00394, 0.01431,15,803, 3.37212, 0.00242, 0.01475
949, 0.93675, 0.10472,13, 0.74080, 0.01155, 0.01990,15, 0.92976, 0.00296, 0.01071,13, 0.79980, 0.00561, 0.01214,13, 0.81797, 0.00347, 0.01143,13, 0.80667, 0.00328, 0.01163,14,761, 3.43705, 0.00244, 0.01308
959, 0.87225, 0.10472,14, 0.93473, 0.03056, 0.02790,15, 0.96736, 0.00765, 0.02332,14, 0.84832, 0.01576, 0.02864,15, 0.87027, 0.00646, 0.02267,15, 0.84909, 0.00663, 0.02293,15,779, 3.43898, 0.00439, 0.02253
967, 0.90331, 0.10472,14, 0.90422, 0.02083, 0.02471,14, 0.97402, 0.00536, 0.01862,14, 0.84094, 0.01061, 0.02333,14, 0.89328, 0.00553, 0.01902,13, 0.97475, 0.00575, 0.01957,15,803, 3.63856, 0.00400, 0.01960
973, 0.91512, 0.10472,13, 0.86981, 0.01600, 0.02063,14, 0.86608, 0.00360, 0.01329,14, 0.79235, 0.00761, 0.01631,14, 0.92494, 0.00389, 0.01393,13, 0.78427, 0.00384, 0.01433,15,820, 3.77813, 0.00273, 0.01488
1006, 0.94944, 0.10472,14, 0.89172, 0.01296, 0.02306,18, 1.03378, 0.00228, 0.01327,16, 0.96513, 0.00589, 0.01664,16, 1.09185, 0.00312, 0.01448,19, 1.13984, 0.00264, 0.01305,18,955, 4.01096, 0.00202, 0.01332
97, 0.96441, 0.10472,13, 0.81707, 0.01038, 0.02500,20, 1.17002, 0.00139, 0.00870,15, 0.86802, 0.00382, 0.01364,15, 0.81051, 0.00196, 0.01037,18, 1.03215, 0.00142, 0.00875,19,1163, 4.57759, 0.00131, 0.00890
123, 0.74530, 0.10472,21, 1.74819, 0.13264, 0.06853,28, 1.97426, 0.06312, 0.06364,30, 2.23829, 0.10123, 0.06933,15, 1.11106, 0.00237, 0.02939,22, 1.59465, 0.00416, 0.02950,16,792, 3.46042, 0.00449, 0.02717
317, 0.75007, 0.10472,16, 1.98103, 0.05646, 0.12798,16, 1.66949, 0.00616, 0.04241,18, 1.75551, 0.01478, 0.07310,17, 1.61640, 0.00417, 0.02075,16, 1.57648, 0.00388, 0.02825,13,734, 3.76373, 0.00547, 0.01989
327, 0.58178, 0.10472,50,11.96162, 0.33208, 0.73437,21, 3.70654, 0.03584, 0.14959,13, 2.23733, 0.06747, 0.12171,13, 2.17129, 0.01641, 0.08198,26, 4.20887, 0.01204, 0.05720,17,401, 4.40923, 0.02347, 0.10589
330, 0.51475, 0.10472,50,16.50570, 0.22088, 0.61433,50,11.88382, 0.09192, 0.52434,50,10.99905, 0.16172, 0.65038,50, 9.91474, 0.08512, 0.48305,50, 9.96183, 0.01883, 0.09187,50,1758,15.10400, 0.03362, 0.13355
337, 0.41613, 0.10472,50,22.89831, 0.40179, 0.24749,50,18.73446, 0.31013, 0.68207,50,17.48925, 0.38955, 0.84586,50,17.54730, 0.24383, 0.42605,50,18.50447, 0.24473, 0.64220,15,540, 5.43845, 0.02370, 0.08967
343, 0.50228, 0.10472,50,19.18024, 0.26705, 0.66285,50,12.04567, 0.14204, 0.64487,50,14.97935, 0.17793, 0.49493,50,10.26019, 0.04165, 0.26762,50,11.10354, 0.04267, 0.28020,13,671, 4.92306, 0.00863, 0.06175
357, 0.87543, 0.10472,15, 0.92425, 0.00894, 0.02632,16, 1.05866, 0.00366, 0.01368,16, 0.99321, 0.00681, 0.01779,15, 0.85093, 0.00275, 0.01341,14, 0.88724, 0.00223, 0.01305,15,766, 3.35912, 0.00177, 0.01334
404, 0.90848, 0.10472,17, 0.54891, 0.01170, 0.03588,16, 0.55549, 0.00387, 0.01217,18, 0.56600, 0.00635, 0.02991,15, 0.54567, 0.00398, 0.01655,14, 0.53313, 0.00379, 0.01296,20,1061, 4.05832, 0.00462, 0.00602
440, 0.68934, 0.10472,26, 1.56103, 0.01901, 0.09948,16, 0.88274, 0.00882, 0.02675,17, 0.89754, 0.01021, 0.04446,15, 0.90834, 0.00473, 0.01644,14, 0.92475, 0.00799, 0.02369,17,969, 4.17716, 0.00418, 0.01793
464, 0.65954, 0.10472,26, 1.66298, 0.01913, 0.08465,19, 1.29876, 0.00851, 0.02695,19, 1.24864, 0.01059, 0.03655,17, 1.18212, 0.00648, 0.01915,16, 0.99779, 0.00905, 0.02945,16,1090, 4.52632, 0.00461, 0.02054
488, 0.61728, 0.10472,35, 1.61641, 0.03410, 0.14632,18, 0.87112, 0.01299, 0.03940,22, 0.98528, 0.01525, 0.06010,21, 1.09374, 0.01320, 0.04229,17, 0.83013, 0.01317, 0.04322,18,1142, 4.26057, 0.00930, 0.03568
492, 0.63286, 0.10472,40, 1.99697, 0.03033, 0.12156,14, 0.74293, 0.01351, 0.04029,19, 1.01474, 0.01476, 0.04907,15, 0.82871, 0.01355, 0.04046,14, 0.79332, 0.01371, 0.04158,14,1002, 3.78656, 0.00871, 0.03481
504, 0.59215, 0.10472,24, 1.21978, 0.02385, 0.09675,17, 0.89802, 0.01328, 0.04678,19, 0.88652, 0.01458, 0.06075,20, 0.99851, 0.01361, 0.05484,19, 0.90591, 0.01351, 0.05435,15,1109, 4.71789, 0.00785, 0.02983
525, 0.61173, 0.10472,22, 1.51476, 0.01754, 0.09488,17, 1.13198, 0.00978, 0.02803,18, 1.30400, 0.01373, 0.04968,17, 1.19927, 0.01032, 0.03098,16, 1.19779, 0.01183, 0.03819,13,803, 3.36680, 0.00555, 0.00693
534, 0.70111, 0.10472,23, 1.46996, 0.01401, 0.07198,17, 1.26686, 0.00700, 0.02885,16, 1.04441, 0.00943, 0.04288,18, 1.33321, 0.00624, 0.02545,15, 0.98910, 0.00724, 0.03144,17,979, 4.06312, 0.00357, 0.02243
587, 0.87509, 0.10472,16, 0.88050, 0.00927, 0.01941,18, 0.93658, 0.00311, 0.00685,15, 0.76602, 0.00574, 0.01366,19, 0.87883, 0.00284, 0.00701,18, 0.81282, 0.00274, 0.00772,20,1034, 4.11318, 0.00338, 0.00683
638, 0.78560, 0.10472,16, 1.08850, 0.02226, 0.06283,16, 1.02998, 0.00880, 0.02820,16, 0.98910, 0.01290, 0.04199,15, 0.95278, 0.00800, 0.02642,15, 0.94428, 0.00672, 0.02323,15,853, 3.82898, 0.00551, 0.01876
698, 0.74227, 0.10472,24, 3.44943, 0.07382, 0.19579,16, 1.77520, 0.00999, 0.01875,18, 1.88127, 0.01508, 0.04881,13, 1.34644, 0.00699, 0.01367,12, 1.42442, 0.00731, 0.01341,13,725, 3.79967, 0.00650, 0.01637
717, 0.56078, 0.10472,18, 3.43937, 0.10065, 0.24180,44, 6.11305, 0.04191, 0.27558,26, 4.76484, 0.07809, 0.31670,17, 2.07561, 0.01194, 0.06957,45, 5.36157, 0.00624, 0.01902,17,843, 4.82618, 0.01018, 0.03767
723, 0.42354, 0.10472,50,13.28276, 0.50632, 0.70807,45, 9.02540, 0.08283, 0.34462,50,12.04962, 0.26591, 0.40859,33, 5.22337, 0.03518, 0.23709,49, 7.94848, 0.03486, 0.16165,25,510, 5.64416, 0.03617, 0.18637
732, 0.45719, 0.10472,50, 9.92918, 0.46722, 0.69918,13, 1.45527, 0.04177, 0.13514,21, 2.34140, 0.08903, 0.18429,14, 1.41303, 0.04202, 0.12975,8, 1.02694, 0.04233, 0.13650,28,1407, 7.82279, 0.02558, 0.04954
736, 0.45589, 0.10472,50,10.29903, 0.51781, 0.78528,16, 2.24137, 0.04532, 0.12685,12, 1.56763, 0.09596, 0.18404,16, 1.89747, 0.04481, 0.12237,16, 2.10137, 0.04208, 0.10654,28,1359, 8.32412, 0.02557, 0.04826
747, 0.44995, 0.10472,50, 9.70476, 0.48092, 0.72134,13, 1.66212, 0.04476, 0.14882,50, 6.42408, 0.10745, 0.27114,15, 1.70748, 0.04173, 0.13409,8, 0.98958, 0.04348, 0.14658,12,395, 2.93814, 0.03652, 0.09575
756, 0.38690, 0.10472,40, 4.64304, 0.16684, 0.51892,50, 4.39725, 0.16894, 0.29704,49, 5.03139, 0.12217, 0.55171,50, 4.83441, 0.10124, 0.34522,40, 4.45817, 0.05864, 0.54198,20,598, 4.73522, 0.03415, 0.12674
759, 0.38619, 0.10472,36, 4.47594, 0.18689, 0.52671,50, 4.97113, 0.17566, 0.32042,45, 4.84487, 0.14358, 0.58171,43, 4.28008, 0.09913, 0.34137,39, 4.72792, 0.05506, 0.54723,14,520, 3.56876, 0.03557, 0.11605
763, 0.35746, 0.10472,50,10.68235, 0.49281, 0.69775,50, 7.72077, 0.13353, 0.49299,50, 9.08023, 0.24642, 0.51852,50, 6.23053, 0.13198, 0.33692,37, 6.15367, 0.06263, 0.53646,26,837, 6.94111, 0.03332, 0.09271
773, 0.38582, 0.10472,50,11.91719, 0.54401, 0.71505,46, 8.82821, 0.17260, 0.43255,50,11.68792, 0.33930, 0.42494,43, 6.13406, 0.11183, 0.28735,40, 8.41430, 0.07294, 0.51593,20,719, 5.88568, 0.03184, 0.09550
776, 0.36398, 0.10472,50,20.65250, 0.63527, 1.29005,50,15.66169, 0.51974, 1.01867,50,15.79854, 0.56693, 0.98769,50,17.85987, 0.49057, 0.97666,50,23.15113, 0.55946, 0.94747,14,986, 7.11563, 0.02351, 0.07547
789, 0.67033, 0.10472,49, 8.70991, 0.26130, 0.50583,20, 2.99731, 0.03005, 0.10114,36, 4.51536, 0.05611, 0.18245,13, 1.95262, 0.01259, 0.04245,31, 4.02021, 0.00907, 0.03850,15,872, 4.63857, 0.00776, 0.02595
796, 0.69027, 0.10472,50, 8.64029, 0.22625, 0.44963,19, 2.52248, 0.02570, 0.09360,43, 5.19224, 0.05500, 0.18308,14, 1.85617, 0.00912, 0.03529,30, 3.75187, 0.00745, 0.03373,14,811, 4.18320, 0.00683, 0.02449
817, 0.83922, 0.10472,17, 1.13818, 0.01655, 0.05117,15, 1.02008, 0.00677, 0.01973,14, 0.95083, 0.01006, 0.03002,13, 0.89777, 0.00509, 0.01573,13, 0.99472, 0.00516, 0.01719,13,715, 3.03806, 0.00441, 0.01357
873, 0.89504, 0.10472,12, 0.54468, 0.04433, 0.06386,14, 0.60422, 0.00849, 0.04053,12, 0.50043, 0.02472, 0.05696,17, 0.59821, 0.00842, 0.03822,16, 0.56082, 0.01112, 0.04375,18,753, 3.20221, 0.00780, 0.03737
914, 0.83199, 0.10472,50, 3.69389, 0.13596, 0.12342,16, 1.10748, 0.01209, 0.02112,18, 1.10918, 0.03512, 0.02284,17, 1.23555, 0.00450, 0.01765,14, 0.93236, 0.00632, 0.01882,16,706, 3.58392, 0.00354, 0.01746
948, 0.90576, 0.10472,16, 1.05329, 0.02073, 0.02042,15, 1.02514, 0.00301, 0.01004,17, 0.94859, 0.00941, 0.01510,15, 0.98428, 0.00232, 0.01107,14, 0.95893, 0.00203, 0.01123,15,745, 3.31302, 0.00156, 0.01126
949, 0.93675, 0.10472,16, 0.94195, 0.01101, 0.01868,15, 0.93893, 0.00196, 0.00720,14, 0.85024, 0.00445, 0.00871,15, 0.94184, 0.00221, 0.00805,16, 1.05401, 0.00215, 0.00852,14,768, 3.32659, 0.00171, 0.00718
959, 0.87225, 0.10472,16, 1.19232, 0.02995, 0.02771,15, 1.01765, 0.00612, 0.02101,15, 0.88029, 0.01467, 0.02695,13, 0.85564, 0.00464, 0.01993,13, 0.93778, 0.00464, 0.01996,13,704, 3.12847, 0.00239, 0.01890
967, 0.90331, 0.10472,15, 1.05918, 0.01983, 0.02340,14, 0.94544, 0.00364, 0.01576,16, 0.95367, 0.00938, 0.02150,13, 0.77573, 0.00368, 0.01589,14, 0.89025, 0.00341, 0.01611,14,745, 3.02308, 0.00233, 0.01562
